Unique ID,Alias Name,Alias strength
RUS3409,BANK SINARA,
RUS3409,JOINT-STOCK COMPANY BANK SINARA,
RUS3409,SINARA BANK JSC,
RUS3409,SVERDLOVSK COMMERCIAL BANK,
RUS3410,GRANT AKOPOV,
RUS3411,OLEG IGOREVICH FISHELEV,
RUS3414,"SHENZHEN SHUOFANG PRECISION MACHINERY CO., LTD.",
RUS3414,SHENZHEN SOWIN PRECISION MACHINE TOOL CO LTD,
RUS3415,JIANGSU QIANZHU MACHINERY MANUFACTURING CO LTD,
RUS3416,NINGBO SKY MASTER PRECISION MACHINERY CO LTD,
RUS3418,RUSATOM ENERGY PROJECTS JSC,
RUS3419,RUSATOM ENERGY INTERNATIONAL ENGINEERING JOINT STOCK COMPANY,
RUS3420,ANDREI VALERIEVICH ROZHDESTVIN,
RUS3421,RUSATOM OVERSEAS CJSC,
RUS3423,OAO AK TRANSNEFT,
RUS3423,PUBLIC JOINT STOCK COMPANY TRANSNEFT,
RUS3430,LIMITED LIABILITY COMPANY SOLOMBALSKY MACHINE BUILDING PLANT,
RUS3431,LIMITED LIABILITY COMPANY VELMASH-SERVIS,
RUS3432,LIMITED LIABILITY COMPANY KRAN CENTER KAMAZ,
RUS3433,LLC PKC,
RUS3434,LIMITED LIABILITY COMPANY PALFINGER MARINE RUS,
RUS3439,ZHENGZHOU TIMEWAY MACHINE TOOL CO LTD,
RUS3443,DALIAN HAISHENG MACHINERY CO LTD,
RUS3449,"BEIJING MICRONANO SPACE TECHNOLOGY CO., LTD.",
RUS3449,"BEIJING MICRO-NANO STARRY SKY TECHNOLOGY CO., LTD",
RUS3449,"BEIJING MINOSPACE TECHNOLOGY CO., LTD.",
RUS3449,"BEIJING MINO-SPACE TECHNOLOGY CO., LTD.",
RUS3449,MINOSPACE,
RUS3459,BANK TKB,
RUS3459,JOINT STOCK BANK TRANSCAPITALBANK,
RUS3459,TKB,
RUS3459,TKB BANK PJSC,
RUS3459,TRANSKAPITALBANK,
RUS3461,COMMERCIAL BANK ABSOLUT BANK PAO,
RUS3461,JSC 'ABSOLUT BANK',
RUS3462,'AK BARS' BANK (OJSC),
RUS3462,OJSC 'AK BARS' BANK,
RUS3462,PJSC AK BARS BANK,
RUS3464,FORA BANK,
RUS3464,JSCB 'FORA-BANK' (JSC),
RUS3466,MARITIME MUTUAL,
RUS3475,FENIKS LLC,
RUS3475,OOO PHOENIX,
RUS3475,PHOENIX LLC,
RUS3481,GAZPROM LNG PORTOVAYA LLC,
RUS3485,LIMITED LIABILITY COMPANY SMP-138,
RUS3485,OOO SMP-138,
RUS3485,SMP 138 LLC,
RUS3489,JOINT STOCK COMPANY CONTROL SYSTEMS AND INSTRUMENTS,
RUS3489,JSC SUP,
RUS3489,OPEN JOINT-STOCK COMPANY CONTROL SYSTEMS AND INSTRUMENTS,
RUS3490,ALTAI INSTRUMENT-MAKING PLANT ROTOR,
RUS3490,ALTAY INSTRUMENT-MAKING PLANT ROTOR JSC,
RUS3490,JSC 'ALTAI INSTRUMENT-MAKING PLANT 'ROTOR',
RUS3490,JSC APZ 'ROTOR',
RUS3490,OPEN JOINT-STOCK COMPANY ALTAI INSTRUMENT-MAKING PLANT ROTOR,
RUS3490,ROTOR INSTRUMENT MAKING PLANT,
RUS3491,OPEN JOINT-STOCK COMPANY NEPTUNE,
RUS3491,PJSC NEPTUN,
RUS3491,PUBLIC JOINT STOCK COMPANY NEPTUNE,
RUS3494,LIMITED LIABILITY COMPANY CRYOGAS VYSOTSK,
RUS3494,LIMITED LIABILITY COMPANY KRIOGAZ VYSOTSK,
RUS3494,VYSOTSK LNG,
SOM0001,AL-SHABAAB,
SOM0001,AL-SHABAAB AL-ISLAAM,
SOM0001,AL-SHABAAB AL-ISLAMIYA,
SOM0001,AL-SHABAAB AL-JIHAAD,
SOM0001,HARAKAT AL-SHABAAB AL - MUJAAHIDIIN,
SOM0001,HARAKAT SHABAB AL-MUJAHIDIN,
SOM0001,HARAKATUL SHABAAB AL MUJAAHIDIIN,
SOM0001,HISB'UL SHABAAB,
SOM0001,HIZBUL SHABAAB,
SOM0001,MUJAAHIDIIN YOUTH MOVEMENT,
SOM0001,MUJAHIDEEN YOUTH MOVEMENT (MYM),
SOM0001,MUJAHIDIN AL-SHABAAB MOVEMENT,
SOM0001,MUJAHIDIN YOUTH MOVEMENT,
SOM0001,MYM,
SOM0001,SHABAAB,
SOM0001,THE UNITY OF ISLAMIC YOUTH,
SOM0001,THE YOUTH,
SOM0001,YOUTH WING,
SOM0002,YASIN ALI BAYNAH,
SOM0002,YASIN BAYNAH ALI,
SOM0002,YASSIN MOHAMED ALI,
SOM0002,YASIN BAYNAH,
SOM0002,YASSIN BAYNAH,
SOM0002,YASIIN CALI BAYNAX,
SOM0002,YASIN BEENAH,
SOM0002,YASSIN BEENAH,
SOM0002,YASIN BEENAX,
SOM0002,YASSIN BEENAX,
SOM0002,YASIN BENAH,
SOM0002,YASSIN BENAH,
SOM0002,YASSIN BENAX,
SOM0002,YASIN BEYNAH,
SOM0002,YASSIN BINAH,
SOM0002,YASIIN BAYNAX CALI,
SOM0003,HASSAN DAHIR AWEYS,
SOM0003,SHEIKH HASSAN DAHIR AWEYS ALI,Good quality a.k.a
SOM0003,SHAYKH HASSAN DAHIR AWES,Good quality a.k.a
SOM0003,HASSEN DAHIR AWEYES,Good quality a.k.a
SOM0003,AHMED DAHIR AWEYS,Good quality a.k.a
SOM0003,SHEIKH AWEYS,Good quality a.k.a
SOM0003,SHEIKH HASSAN DAHIR AWEYS,Good quality a.k.a
SOM0003,AWEYS HASSAN DAHIR,Good quality a.k.a
SOM0003,SHEIKH HASSAN,Good quality a.k.a
SOM0003,MOHAMMED HASSAN IBRAHIM,Good quality a.k.a
SOM0003,HASSAN TAHIR OAIS,Good quality a.k.a
SOM0003,HASSAN TAHIR UWAYS,Good quality a.k.a
SOM0004,HASSAN ABDULLAH HERSI AL-TURKI,
SOM0004,HASSAN AL-TURKI,Good quality a.k.a
SOM0004,HASSAN TURKI,Good quality a.k.a
SOM0004,HASSAN ABDILLAHI HERSI TURKI,Good quality a.k.a
SOM0004,SHEIKH HASSAN TURKI,Good quality a.k.a
SOM0004,XASAN CABDILAAHI XIRSI,Good quality a.k.a
SOM0004,XASAN CABDULLE XIRSI,Good quality a.k.a
SOM0005,AHMED ABDI AW-MOHAMED,
SOM0005,MUKTAR ABDIRAHMAN ABU ZUBEYR,Good quality a.k.a
SOM0005,MUKTAR ABDULRAHIM ABUZUBAIR,Good quality a.k.a
SOM0005,AHMED ABDI AW MOHAMMED,Good quality a.k.a
SOM0005,AHMED ABDI AW-MOHAMUD,Good quality a.k.a
SOM0005,GODANE,Good quality a.k.a
SOM0005,GODANI,Good quality a.k.a
SOM0005,SHAYKH MUKHTAR,Good quality a.k.a
SOM0005,ABU ZUBEYR,Good quality a.k.a
SOM0006,FUAD MOHAMED KHALAF,
SOM0006,FUAD MOHAMED KALAF,Good quality a.k.a
SOM0006,FUAD MOHAMMED KALAF,Good quality a.k.a
SOM0006,FUAD KHALAF,Good quality a.k.a
SOM0006,FUAD MOHAMED KHALIF,Good quality a.k.a
SOM0006,FUAD MOHAMMED KHALIF,Good quality a.k.a
SOM0006,FUAD MOHAMED QALAF,Good quality a.k.a
SOM0006,FUAD SHANGOLE,Good quality a.k.a
SOM0006,FOUAD SHONGALE,Good quality a.k.a
SOM0006,FUAD SHONGALE,Good quality a.k.a
SOM0006,FUAD SHONGOLE,Good quality a.k.a
SOM0006,FUAD MUHAMMAD KHALAF SHONGOLE,Good quality a.k.a
SOM0006,FUAD SONGALE,Good quality a.k.a
SOM0007,BASHIR MOHAMED MAHAMOUD,
SOM0007,GURE GAP,Good quality a.k.a
SOM0007,BASHIR MOHAMED MAHMOUD,Good quality a.k.a
SOM0007,BASHIR MAHMUD MOHAMMED,Good quality a.k.a
SOM0007,BASHIR MOHAMED MOHAMOUD,Good quality a.k.a
SOM0007,BASHIR MOHAMED MOHAMUD,Good quality a.k.a
SOM0007,ABU MUSCAB,Good quality a.k.a
SOM0007,QORGAB,Good quality a.k.a
SOM0007,BASHIR QORGAB,Good quality a.k.a
SOM0007,BASHIR YARE,Good quality a.k.a
SOM0008,FARES MOHAMMED MANA'A,
SOM0008,FARES MOHAMMED MANAA,Good quality a.k.a
SOM0008,FARIS MANA'A,Good quality a.k.a
SOM0009,HASSAN MAHAT OMAR,
SOM0009,HASSAAN HUSSEIN ADAM,Good quality a.k.a
SOM0009,XASSAAN XUSEEN ADAN,Good quality a.k.a
SOM0009,ASAN MAHAD CUMAR,Good quality a.k.a
SOM0009,SHEIKH HASSAAN HUSSEIN,Good quality a.k.a
SOM0009,HASSANE MAHAD OMAR,Good quality a.k.a
SOM0009,ABU SALMAAN,Good quality a.k.a
SOM0009,ABU SALMAN,Good quality a.k.a
SOM0010,OMAR HAMMAMI,
SOM0010,ABU MAANSUUR AL-AMRIKI,Good quality a.k.a
SOM0010,ABU MANSOUR AL-AMRIKI,Good quality a.k.a
SOM0010,ABU MANSUR AL-AMRIKI,Good quality a.k.a
SOM0010,ABU MANSUUR AL-AMRIKI,Good quality a.k.a
SOM0010,UMAR HAMMAMI,Good quality a.k.a
SOM0011,ABOUD ROGO MOHAMMED,
SOM0011,ABOUD ROGO MOHAMED,Good quality a.k.a
SOM0011,ABOUD ROGO MUHAMMAD,Good quality a.k.a
SOM0011,ABOUD MOHAMMAD ROGO,Good quality a.k.a
SOM0011,ABOUD MOHAMMED ROGO,Good quality a.k.a
SOM0011,ABOUD SEIF ROGO,Good quality a.k.a
SOM0011,SHEIKH ABOUD ROGO,Good quality a.k.a
SOM0012,ABUBAKER SHARIFF AHMED,
SOM0012,ABUBAKAR AHMED,Good quality a.k.a
SOM0012,SHEIKH ABUBAKAR AHMED,Good quality a.k.a
SOM0012,MAKABURI,Good quality a.k.a
SOM0012,ABU MAKABURI SHARIFF,Good quality a.k.a
SOM0012,ABUBAKER SHARIFF,Good quality a.k.a
SOM0013,MAALIM SALMAN,
SOM0013,MAALIM SALMAN ALI,Good quality a.k.a
SOM0013,MAALIM SELMAN ALI,Good quality a.k.a
SOM0013,AMEER SALMAN,Good quality a.k.a
SOM0013,MU'ALIM SALMAN,Good quality a.k.a
SOM0013,MA'ALIM SELMAN,Good quality a.k.a
SOM0013,MA'ALIN SULAYMAN,Good quality a.k.a
SOM0013,MA'ALIM SULEIMAN,Good quality a.k.a
SOM0013,MUALEM SULEIMAN,Good quality a.k.a
SOM0014,AHMED DIRIYE,
SOM0014,SHEIKH MAHAD OMAR ABDIKARIM,Good quality a.k.a
SOM0014,ABU DIRIYE,Good quality a.k.a
SOM0014,ABU UBAIDAH,Good quality a.k.a
SOM0014,SHEIKH AHMED UMAR ABU UBAIDAH,Good quality a.k.a
SOM0014,SHEIKH OMAR ABU UBAIDAHA,Good quality a.k.a
SOM0015,AHMAD IMAN ALI,
SOM0015,AHMED IMAN ALI,Good quality a.k.a
SOM0015,SHAYKH AHMAD IMAN ALI,Good quality a.k.a
SOM0015,SHEIKH AHMED IMAN ALI,Good quality a.k.a
SOM0015,ABU ZINIRA,Good quality a.k.a
SOM0016,ABDIFATAH ABUBAKAR ABDI,
SOM0016,MUSA MUHAJIR,Good quality a.k.a
SOM0017,ABUKAR ALI ADAN,
SOM0017,SHEIKH ABUKAR,Good quality a.k.a
SOM0017,ABUKAR ALI ADEN,Good quality a.k.a
SOM0017,IBRAHIM AFGHAN,Good quality a.k.a
SOM0018,MAALIM AYMAN,
SOM0018,NUH IBRAHIM ABDI,Good quality a.k.a
SOM0018,ABDIAZIZ DUBOW ALI,Good quality a.k.a
SOM0018,MA'ALIM AYMAN,Good quality a.k.a
SOM0018,MO'ALIM AYMAN,Good quality a.k.a
SOM0018,AYMAN KABO,Good quality a.k.a
SOM0019,MAHAD KARATE,
SOM0019,MAHAD MOHAMED ALI KARATE,Good quality a.k.a
SOM0019,MAHAD WARSAME QALLEY KARATE,Good quality a.k.a
SOM0019,ABDIRAHIM MOHAMED WARSAME,Good quality a.k.a
SOM0020,ALI MOHAMED RAGE CALI DHEER,Good quality a.k.a
SOM0020,ALI DHEERE,Good quality a.k.a
SOM0020,ALI DHERE,Good quality a.k.a
SOM0020,ALI MOHAMMED RAGE,Good quality a.k.a
SOM0020,ALI MOHAMUD RAGE,Good quality a.k.a
SOM0024,CABDULLAHI CUSMAN MAXAMED CADDOW,Good quality a.k.a
SOM0024,DHAGACADE,Low quality a.k.a
SOM0024,ENG. ISMAIL,Low quality a.k.a
SOM0024,FARACADE,Low quality a.k.a
SOM0024,INJINEER ISMAACIIL,Low quality a.k.a
SOM0025,ABDUKADIR,Low quality a.k.a
SOM0025,MOHAMED ABDUKADIR ABDUKADIR,Low quality a.k.a
SOM0025,ABDULKADIR,Low quality a.k.a
SOM0025,MOHAMED ABDULKADIR ABDULKADIR,Low quality a.k.a
SOM0026,MOHAMED MIRE,Low quality a.k.a
SOM0027,MOHAMED OMAR HAJI,Good quality a.k.a
SOM0027,MOHAMED OMAR MA'ALIN,Good quality a.k.a
SOM0027,MO'ALIN,Low quality a.k.a
SOM0027,MOHAMED HAJI OMAR,Good quality a.k.a
SOM0027,MA'D UMUROW,Good quality a.k.a
SSU0001,MICHAEL MAKUEI LUETH,
SSU0001,MICHAEL MAKUE LOWETH,
SSU0001,MICHAEL MAKUEI LUETH MAKUEI,
SSU0001,MICHAEL MAKUEI LEUTH,
SSU0001,MICHAEL MAKUEI,
SSU0002,GABRIEL JOK RIAK MAKOL,
SSU0002,GABRIEL JOK,Good quality a.k.a
SSU0002,JOCK RIAK,Good quality a.k.a
SSU0002,JOK RIAK,Good quality a.k.a
SSU0003,JAMES KOANG CHUOL,
SSU0003,JAMES KOANG CHOL,Good quality a.k.a
SSU0003,JAMES KOANG CHUAL,Good quality a.k.a
SSU0003,JAMES KOANG CHOL RANLEY,Good quality a.k.a
SSU0003,KOANG CHUOL RANLEY,Good quality a.k.a
SSU0004,MALEK REUBEN RIAK RENGU,
SSU0004,MALEK RUBEN,Good quality a.k.a
SSU0005,MARIAL CHANUONG YOL MANGOK,
SSU0005,MARIAL CHAN,Good quality a.k.a
SSU0005,MARIAL CHINOUM,Good quality a.k.a
SSU0005,MARIAL CHINUONG,Good quality a.k.a
SSU0005,MARIAL CHANOUNG YOL,Good quality a.k.a
SSU0006,PAUL MALONG AWAN ANEI,
SSU0006,BOL MALONG,Good quality a.k.a
SSU0006,PAUL MALONG,Good quality a.k.a
SSU0007,PETER GADET,
SSU0007,PETER GADET YAAK,Good quality a.k.a
SSU0007,PETER GATDET YAAK,Good quality a.k.a
SSU0007,PETER GADET YAK,Good quality a.k.a
SSU0007,PETER GATDEET YAKA,Good quality a.k.a
SSU0007,PETER GATDET YAKA,Good quality a.k.a
SSU0008,SANTINO DENG WOL,
SSU0008,SANTINO DENG KUOL,Good quality a.k.a
SSU0008,SANTINO DENG WUOL,Good quality a.k.a
SSU0009,SIMON GATWECH DUAL,
SSU0009,DHUAL,Low quality a.k.a
SSU0009,SIMON GATWICH DUAL,Good quality a.k.a
SSU0009,SIMON GETWECH DUAL,Good quality a.k.a
SSU0009,SIMON GATWEC DUEL,Good quality a.k.a
SSU0009,GADUEL,Low quality a.k.a
SSU0009,SIMON GARWICH,Good quality a.k.a
SSU0009,SIMON GATWEACH,Good quality a.k.a
SSU0009,SIMON GATWECH,Good quality a.k.a
SSU0009,SIMON GATWICK,Good quality a.k.a
SSU0010,GORDON KOANG CHAR BIEL,
SSU0010,KOANG BIEL CHAR,
SSU0010,KOANG NYALUALGO,
SSU0011,GATLUAK NYANG,
SSU0012,JAMES NANDO MARK,
SUD0001,GAFFAR MOHAMMED ELHASSAN,
SUD0001,GAFFAR MOHMED ELHASSAN,Good quality a.k.a
SUD0002,MUSA HILAL ABDALLA ALNSIEM,
SUD0002,ABDALLAH,Low quality a.k.a
SUD0002,AL NASEEM,Low quality a.k.a
SUD0002,AL NASIM,Low quality a.k.a
SUD0002,AL NASSEEM,Low quality a.k.a
SUD0002,ABD ALLAH,Low quality a.k.a
SUD0002,ALNASEEM,Low quality a.k.a
SUD0002,ALNASIM,Low quality a.k.a
SUD0002,ALNASSEEM,Low quality a.k.a
SUD0002,MUSA HILAL,Low quality a.k.a
SUD0004,JIBRIL ABDULKARIM IBRAHIM MAYU,
SUD0004,GABRIL ABDUL KAREEM BADRI,Good quality a.k.a
SUD0004,GIBRIL ABDUL KAREEM BAREY,Good quality a.k.a
SUD0004,TEK,Good quality a.k.a
SUD0006,AL GUNADE,
SUD0006,AL JUNAID,
SUD0006,ALGUNADE,
SUD0009,GIAD AUTOMOTIVE INDUSTRY,
SUD0009,GIAD CONGLOMERATE,
SUD0009,GIAD INDUSTRIAL CITY,
SUD0009,GIAD INDUSTRIAL COMPLEX,
SUD0010,GSK ADVANCE,
SUD0010,GSK ADVANCE CO. LTD,
SUD0011,ZADNA COMPANY,
SUD0011,ZADNA INTERNATIONAL INVESTMENTS,
SUD0014,MIKHAIL POTYOPKIN,
SUD0015,ANDREY SERGEEVICH MANDEL,
SUD0016,AL-SARRAJ MINING COMPANY LTD,
SUD0016,AL-SAWLAJ MINING COMPANY LTD,
SUD0016,AL-SOLAJ MINING COMPANY LTD,
SUD0017,RED ROCK LTD,
SUD0018,AL-FAKHER ADVANCED BUSINESS COMPANY LIMITED,
SUD0018,AL-FAKHER COMPANY,
SUD0018,AL-FAKHER COMPANY FOR ADVANCED BUSINESS,
SUD0018,AL-FAKHER INTERNATIONAL LIMITED,
SUD0019,AL ROWAD BANK FOR DEVELOPMENT & INVESTMENT,
SUD0019,AL ROWAD BANK FOR DEVELOPMENT AND INVESTMENT,
SUD0019,AL-KHALEEJ BANK,
SUD0019,GULF BANK COMPANY LIMITED,
SUD0020,ABDEL RAHMAN JUMMA BARAK ALLAH AHMAD,
SUD0020,ABDEL RAHMAN JOMA'A,
SUD0020,ABDELRAHMAN JUMA,
SUD0020,ABDUL RAHMAN JUMA,
SUD0020,ABDUL RAHMAN JUMMA,
SUD0021,OSMAN MOHAMED HAMID HAMID,
SUD0021,OSMAN MOHAMED HAMED MOHAMED,
SUD0022,ABDEL RAHIM HAMDAN DAGALO,
SUD0022,ABDELRAHIM DAGALO,
SUD0022,ABDELRAHIM HAMDAN DAGALO,
SUD0022,ABDUL RAHIM DAGALO,
SUD0022,ABDELRAHIM HAMDAN DAGALO MOUSA,
SUD0022,ABDUL RAHIM HAMDAN DAGLO MOUSA,
SUD0022,ABDELRAHIM HAMDAN DAGLO MUSA,
SUD0023,EIFATEH ABDULLAH IDRIS ADAM,
SUD0023,EIFATEH ABDULLAH IDRIS,
SUD0023,FATEH ABDULLAH IDRIS,
SUD0023,ABU LULU,
SUD0024,ANUSHOK,
SUD0024,ABU NASHUK,
SUD0024,ABU NSHOUK,
SUD0025,AL ZEIR SALEM,
SUD0026,ALVARO ANDRES QUIJANO BECERRA,
SUD0027,ABU AQLA KAKIL,
SUD0027,ABU AQLA KEIKAL,
SUD0027,ABU AQLA KEIKEL,
SUD0027,ABU AQLA KIKAL,
SUD0036,ALGONEY HAMDAN DAGALO,
SUD0036,AL-QONI HAMDAN DAGALO,
SYR0001,ABD AL-FATAH QUDSIYAH,
SYR0001,ABD AL-FATAH KUDSIYEH,
SYR0001,ABDEL-FATAH KUDSIYEH,
SYR0001,ABDULFATAH KUDSIYEH,
SYR0001,ABD AL-FATAH QUDSIAH,
SYR0001,ABDEL-FATAH QUDSIAH,
SYR0001,ABDULFATAH QUDSIAH,
SYR0001,ABD AL-FATAH QUDSIYA,
SYR0001,ABDEL-FATAH QUDSIYA,
SYR0001,ABDULFATAH QUDSIYA,
SYR0001,ABDEL-FATAH QUDSIYAH,
SYR0001,ABDULFATAH QUDSIYAH,
SYR0001,ABD AL-FATAH QUDSIYEH,
SYR0001,ABDEL-FATAH QUDSIYEH,
SYR0001,ABDULFATAH QUDSIYEH,
SYR0002,ABDELHAMID KHAMIS ABDULLAH,
SYR0002,KHAMIS AHMAD ABDELHAMID,
SYR0002,KHAMIS ABDULHAMID,
SYR0002,KHAMIS AHMAD ABDULHAMID,
SYR0002,ABDELHAMID KHAMIS ADBALLA,
SYR0002,HAMID,
SYR0002,AHMAD HAMID,
SYR0002,KHAMIS HAMID,
SYR0002,KHAMIS AHMAD HAMID,
SYR0002,ABDELHAMID KHAMIS KHAMIS,
SYR0003,ABDUL-SALAM AL NAYEF,
SYR0003,ABDEL-SALAM SA'AD,
SYR0004,ADNAN ABOUD HILWEH,
SYR0004,ADNAN ABOUD HELWEH,
SYR0006,AHMAD KAFAN,
SYR0006,AHMED KAFAN,
SYR0007,AHMAD SHEIKH ABDUL-QADER,
SYR0007,AHMAD AL-SHEIK ABDULQADER,
SYR0007,AHMAD SHEIKH ABDUL QADIR,
SYR0008,ALI ABDULLAH AYYUB,
SYR0008,ABDALLAH,
SYR0008,ALI ABDULLAH AYOB,
SYR0008,ALI ABDULLAH AYOUB,
SYR0008,ALI ABDULLAH AYUB,
SYR0008,ALI ABDULLAH AYYOUB,
SYR0009,AYOUB AL-SALIM,
SYR0009,ALI AL-SALEEM,
SYR0009,AYOUB AL-SALEEM,
SYR0009,ALI AL-SALIM,
SYR0010,ALI AL-ZAFIR,
SYR0010,ALI AL ZAFIR,
SYR0010,ALI AL-DAFEER,
SYR0011,ALI DAWWA,
SYR0012,ALI DOUBA,
SYR0013,ALI GHANEM,
SYR0014,ALI HAMOUD,
SYR0014,ALI HAMMOUD,
SYR0015,ALI MAMLUK,
SYR0015,ALI MAMLOUK,
SYR0016,ALI WANUS,
SYR0016,ALI WANNOUS,
SYR0017,AMAR ISMAEL,
SYR0017,AMMAR ISMAEL,
SYR0017,AMAR ISMAIL,
SYR0017,AMMAR ISMAIL,
SYR0018,AMER AL-ACHI,
SYR0018,AAMMAR AACHI,
SYR0018,AMER AACHI,
SYR0018,AMER IBRAHIM AACHI,
SYR0018,AMIS AACHI,
SYR0018,AMMAR AACHI,
SYR0018,AAMMAR ACHI,
SYR0018,AMER ACHI,
SYR0018,AMER IBRAHIM ACHI,
SYR0018,AMIS ACHI,
SYR0018,AMMAR ACHI,
SYR0018,AAMMAR AL ASHI,
SYR0018,AMER AL ASHI,
SYR0018,AMER IBRAHIM AL ASHI,
SYR0018,AMIS AL ASHI,
SYR0018,AMMAR AL ASHI,
SYR0018,AAMMAR AL-ACHI,
SYR0018,AMER IBRAHIM AL-ACHI,
SYR0018,AMIS AL-ACHI,
SYR0018,AMMAR AL-ACHI,
SYR0018,AAMMAR ASHI,
SYR0018,AMER ASHI,
SYR0018,AMER IBRAHIM ASHI,
SYR0018,AMIS ASHI,
SYR0018,AMMAR ASHI,
SYR0019,AMMAR AL-SHARIF,
SYR0019,AMAR AL SHAREEF,
SYR0019,AMMAR AL SHAREEF,
SYR0019,AMMAR MEDHAT AL SHAREEF,
SYR0019,AMAR AL-CHARIF,
SYR0019,AMMAR AL-CHARIF,
SYR0019,AMMAR MEDHAT AL-CHARIF,
SYR0019,AMAR AL-SHARIF,
SYR0019,AMMAR MEDHAT AL-SHARIF,
SYR0019,AMAR CHARIF,
SYR0019,AMMAR CHARIF,
SYR0019,AMMAR MEDHAT CHARIF,
SYR0019,AMAR SHARIF,
SYR0019,AMMAR SHARIF,
SYR0019,AMMAR MEDHAT SHARIF,
SYR0019,AMAR SHERIF,
SYR0019,AMMAR SHERIF,
SYR0019,AMMAR MEDHAT SHERIF,
SYR0020,AMR ARMANAZI,
SYR0020,AMER NAJIB AL-ARMANAZI,
SYR0020,AMR AL-ARMANAZI,
SYR0020,AMR MUHAMMAD AL-ARMANAZI,
SYR0020,AMROU AL-ARMANAZI,
SYR0020,AMER NAJIB AL-ARMANAZY,
SYR0020,AMR AL-ARMANAZY,
SYR0020,AMR MUHAMMAD AL-ARMANAZY,
SYR0020,AMROU AL-ARMANAZY,
SYR0020,AMER NAJIB ARMANAZI,
SYR0020,AMR MUHAMMAD NAJIB ARMANAZI,
SYR0020,AMROU ARMANAZI,
SYR0021,AOUS ASLAN,
SYR0022,ASMA AL ASAD,
SYR0022,ASMA AL AKHRAS,
SYR0022,ASMA FAWAZ AL AKHRAS,
SYR0022,ASMA FAWAZ AL ASAD,
SYR0022,ASMA AL-ASSAD,
SYR0022,ASMA FAWAZ AL-ASSAD,
SYR0022,ASMA ASSAD,
SYR0022,ASMA FAWAZ ASSAD,
SYR0023,ATEJ NAJIB,
SYR0023,ATEF NAJEEB,
SYR0023,ATEJ NAJEEB,
SYR0023,ATIF NAJEEB,
SYR0023,ATEF NAJIB,
SYR0023,ATIF NAJIB,
SYR0024,BADER AQEL,
SYR0025,BADI' MU'ALLA,
SYR0026,BASHAR AL ASAD,
SYR0026,BASSAR HAFIZ AL ASAD,
SYR0026,BASHAR AL ASSAD,
SYR0026,BASSAR HAFIZ AL ASSAD,
SYR0026,BASHAR AL-'ASAD,
SYR0026,BASSAR HAFIZ AL-'ASAD,
SYR0026,BASHAR AL-ASSAD,
SYR0026,BASSAR HAFIZ AL-ASSAD,
SYR0027,BASSAM AL HASSAN,
SYR0027,BASSAM HASAN,
SYR0027,BASSAM AL HASAN,
SYR0028,BASSAM AL-MISRI,
SYR0029,BASSEL BILAL,
SYR0029,BASEL BILAL,
SYR0030,BAYAN BITAR,
SYR0030,BAYAN AL-BITAR,
SYR0031,BISHR AL-SABBAN,
SYR0031,BISHR MAZIN AL-SABBAN,
SYR0031,MOHAMMED BISHR AL-SABBAN,
SYR0032,BISHR RIYAD YAZIGI,
SYR0033,BOUTHANIA SHAABAN,
SYR0033,BUTHAINA SHAABAN,
SYR0034,BURHAN QADOUR,
SYR0034,BURHAN QADDOUR,
SYR0034,BURHAN QADDUR,
SYR0035,BUSHRA AL ASAD,
SYR0035,BOUCHRA AL ASAD,
SYR0035,BOUCHRA AL ASSAD,
SYR0035,BUSHRA AL ASSAD,
SYR0035,BOUCHRA AL-ASSAD,
SYR0035,BUSHRA AL-ASSAD,
SYR0035,BOUCHRA SHAWKAT,
SYR0035,BUSHRA SHAWKAT,
SYR0036,DURAID DURGHAM,
SYR0036,DOURAID DERGHAM,
SYR0036,DURAID DERGHAM,
SYR0036,DOURAID DURGHAM,
SYR0037,EMAD ABDUL-GHANI SABOUNI,
SYR0037,EMAD ABDUL-GHANI AL SABUNI,
SYR0037,IMAD ABDUL GHANI AL SABUNI,
SYR0037,IMAD ABDUL GHANI SABOUNI,
SYR0038,EMAD HAMSHO,
SYR0038,EMAD HAMCHO,
SYR0038,IMAD HAMCHO,
SYR0038,EMAD HAMCHU,
SYR0038,IMAD HAMCHU,
SYR0038,EMAD HAMISHO,
SYR0038,IMAD HAMISHO,
SYR0038,IMAD HAMSHO,
SYR0038,EMAD HEMASHO,
SYR0038,IMAD HEMASHO,
SYR0038,EMAD HMEISHO,
SYR0038,IMAD HMEISHO,
SYR0038,EMAD HMISHO,
SYR0038,IMAD HMISHO,
SYR0039,EZZEDINE ISMAEL,
SYR0039,EZZEDINE HAMRA,
SYR0039,EZZEDINE ISMAIL,
SYR0040,FAHD JASIM AL-FURAYJ,
SYR0040,FAHD JASEM AL-FREJJ,
SYR0040,FAHD JASIM AL-FREJJ,
SYR0040,FAHD JASSEM AL-FREJJ,
SYR0040,FAHD JASSIM AL-FREJJ,
SYR0040,FAHED JASEM AL-FREJJ,
SYR0040,FAHED JASIM AL-FREJJ,
SYR0040,FAHED JASSEM AL-FREJJ,
SYR0040,FAHED JASSIM AL-FREJJ,
SYR0040,FAHD JASEM AL-FURAYJ,
SYR0040,FAHD JASSEM AL-FURAYJ,
SYR0040,FAHD JASSIM AL-FURAYJ,
SYR0040,FAHED JASEM AL-FURAYJ,
SYR0040,FAHED JASIM AL-FURAYJ,
